temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.026,0.0
1,-13.399999999999977,-3.740000000000009,0.071,0.031,0.018
2,-31.069999999999993,-2.169999999999959,0.08,0.031,0.022
3,-61.839999999999975,-3.659999999999968,0.079,0.034,0.038
4,-124.26999999999998,-9.329999999999984,0.048,0.031,0.079
5,-169.48999999999995,-9.359999999999957,0.052,0.034,0.057
6,-213.62999999999997,-13.909999999999968,0.053,0.036,0.055
7,-247.53999999999996,-15.300000000000011,0.054,0.036,0.048
8,-271.0,-13.819999999999993,0.069,0.038,0.036
9,-279.15,-11.359999999999957,0.084,0.047,0.011
