temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.02,0.0
1,7.759999999999991,26.010000000000005,0.055,0.022,0.0
2,-18.649999999999977,143.51,0.038,0.021,0.0
3,-20.29000000000002,165.71,0.052,0.021,0.044
4,-19.24000000000001,205.5,0.05,0.025,0.08
5,-19.590000000000032,233.47000000000003,0.054,0.025,0.056
6,-20.420000000000016,268.17,0.064,0.02,0.07
7,-21.810000000000002,295.5,0.056,0.03,0.056
8,-20.920000000000016,319.54,0.068,0.034,0.048
9,-20.30000000000001,339.84,0.067,0.032,0.041
10,-21.370000000000005,358.76,0.062,0.035,0.038
11,-21.80000000000001,368.09,0.067,0.036,0.019
12,-22.350000000000023,377.73,0.062,0.033,0.019
