temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.035,0.033,0.0
1,7.810000000000002,5.800000000000011,0.027,0.027,0.015
2,18.299999999999955,16.149999999999977,0.036,0.029,0.025
3,43.52999999999997,33.73000000000002,0.038,0.035,0.063
4,64.66999999999996,59.55000000000001,0.059,0.023,0.067
5,86.34999999999997,79.39999999999998,0.066,0.032,0.048
6,109.93,108.69999999999999,0.077,0.038,0.064
7,130.32,129.44,0.073,0.039,0.049
8,142.7,140.36,0.081,0.039,0.027
9,147.72999999999996,147.26999999999998,0.086,0.045,0.015
