temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.02,0.0
1,24.339999999999975,32.879999999999995,0.049,0.021,0.0
2,8.659999999999968,16.479999999999997,0.047,0.021,0.0
3,-34.18000000000001,187.08,0.07,0.025,0.228
4,-33.75999999999999,212.32,0.079,0.02,0.05
5,-34.81,236.17,0.084,0.028,0.048
6,-36.28000000000003,260.26,0.071,0.028,0.045
7,-38.03000000000003,284.28999999999996,0.051,0.028,0.029
8,-40.69,297.79999999999995,0.033,0.033,0.03
9,-40.31,309.99,0.049,0.036,0.043
10,-40.60000000000002,328.15,0.072,0.032,0.036
11,-38.47000000000003,345.9,0.058,0.031,0.036
12,-39.420000000000016,359.21000000000004,0.076,0.034,0.027
13,-38.94999999999999,369.98,0.072,0.039,0.022
14,-54.79000000000002,18.439999999999998,0.042,0.019,0.0
