temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.926,0.59,0.0
1,-5.980000000000018,4.539999999999999,0.887,0.58,0.012
2,-51.120000000000005,76.28,0.069,0.024,0.0
3,-7.25,23.569999999999997,0.064,0.02,0.038
4,-66.11000000000001,97.56,0.067,0.025,0.047
5,-85.58999999999997,132.71,0.092,0.028,0.094
6,-109.95999999999998,184.97,0.078,0.024,0.097
7,-125.48000000000002,222.15,0.067,0.023,0.077
8,-137.71999999999997,249.94,0.07,0.024,0.043
9,-147.13,264.48,0.05,0.031,0.018
10,-150.92000000000002,268.94,0.041,0.032,0.01
