temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.042,0.023,0.0
1,10.930000000000007,-16.99000000000001,0.047,0.021,0.0
2,26.060000000000002,-29.519999999999982,0.045,0.022,0.031
3,69.57999999999998,-69.03999999999996,0.063,0.026,0.095
4,95.91999999999996,-93.27999999999997,0.063,0.028,0.059
5,117.41999999999996,-114.82,0.052,0.023,0.05
6,142.76999999999998,-140.25,0.057,0.028,0.055
7,161.80999999999995,-162.38,0.049,0.025,0.047
8,177.88,-178.38,0.052,0.026,0.038
9,195.24,-192.09999999999997,0.044,0.029,0.035
10,207.22000000000003,-205.06,0.044,0.031,0.03
11,210.14,-211.57,0.046,0.032,0.014
12,215.81999999999994,-216.07999999999998,0.052,0.03,0.011
