temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.021,0.0
1,-20.03000000000003,5.439999999999998,0.067,0.019,0.032
2,-64.44999999999999,17.19999999999999,0.045,0.032,0.033
3,-107.69999999999999,16.590000000000032,0.03,0.026,0.054
4,-134.54000000000002,14.090000000000032,0.028,0.026,0.034
5,-168.49,13.240000000000009,0.026,0.024,0.042
6,-196.66,10.04000000000002,0.028,0.028,0.044
7,-220.23000000000002,7.639999999999986,0.028,0.035,0.036
8,-245.34,5.180000000000007,0.036,0.042,0.03
9,-267.12,4.519999999999982,0.048,0.032,0.024
10,-277.81,5.579999999999984,0.063,0.025,0.014
11,-290.39,11.5,0.056,0.023,0.02
