temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.043,0.022,0.0
1,6.100000000000023,-7.539999999999964,0.053,0.027,0.017
2,34.75,-26.19999999999999,0.052,0.027,0.049
3,95.35000000000002,-69.16999999999996,0.035,0.022,0.096
4,131.82999999999998,-84.17999999999995,0.027,0.024,0.064
5,158.82,-106.5,0.071,0.03,0.088
6,181.90000000000003,-143.14,0.059,0.026,0.058
7,197.5,-155.05999999999997,0.045,0.026,0.031
8,206.68,-163.81999999999996,0.056,0.03,0.021
9,211.93,-168.80999999999997,0.069,0.03,0.012
