temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.024,0.0
1,3.8100000000000023,-15.620000000000005,0.07,0.038,0.032
2,4.5,-26.99000000000001,0.066,0.033,0.023
3,0.8799999999999955,-48.870000000000005,0.058,0.031,0.044
4,3.75,-87.32999999999998,0.06,0.032,0.076
5,5.110000000000014,-109.98000000000002,0.056,0.03,0.045
6,5.660000000000025,-134.64,0.061,0.032,0.049
7,6.689999999999998,-158.59,0.059,0.03,0.048
8,9.660000000000025,-181.91,0.064,0.031,0.046
9,9.899999999999977,-200.83,0.058,0.031,0.037
10,9.560000000000002,-219.56,0.062,0.032,0.038
11,13.29000000000002,-322.0,0.064,0.021,0.0
12,31.930000000000007,-318.69,0.045,0.02,0.024
13,16.480000000000018,-327.27,0.054,0.022,1.019
