temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.044,0.022,0.0
1,-6.3799999999999955,6.270000000000039,0.077,0.033,0.016
2,-16.44999999999999,6.0,0.069,0.027,0.013
3,-34.69,12.020000000000039,0.059,0.027,0.024
4,-65.19999999999999,10.240000000000009,0.037,0.034,0.038
5,-88.07,14.010000000000048,0.029,0.027,0.03
6,-113.18,10.78000000000003,0.042,0.027,0.032
7,-139.59999999999997,11.240000000000009,0.037,0.03,0.033
8,-165.65,10.990000000000009,0.032,0.03,0.033
9,-187.98999999999998,11.960000000000036,0.031,0.031,0.028
10,-203.79999999999998,11.610000000000014,0.026,0.02,0.024
11,-236.85999999999999,11.590000000000032,0.057,0.026,0.0
12,-243.57,17.670000000000016,0.063,0.027,0.015
