temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.025,0.0
1,5.639999999999986,-6.329999999999984,0.05,0.025,0.014
2,16.430000000000007,-8.70999999999998,0.059,0.028,0.014
3,27.97,-22.109999999999957,0.046,0.024,0.03
4,55.44999999999999,-41.65999999999997,0.041,0.028,0.042
5,86.88,-53.41999999999996,0.044,0.029,0.046
6,106.44999999999999,-64.11999999999995,0.034,0.031,0.033
7,133.18,-75.75,0.062,0.027,0.075
8,150.43,-106.66999999999996,0.106,0.025,0.065
9,160.41000000000003,-123.22999999999996,0.1,0.03,0.035
10,167.54000000000002,-136.51999999999998,0.086,0.031,0.028
