temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.02,0.0
1,-9.20999999999998,5.169999999999959,0.029,0.024,0.015
2,-25.670000000000016,10.0,0.03,0.03,0.023
3,-44.39999999999998,18.41999999999996,0.026,0.029,0.029
4,-73.93,29.409999999999968,0.025,0.025,0.043
5,-96.45999999999998,37.76999999999998,0.032,0.025,0.036
6,-123.45999999999998,51.829999999999984,0.052,0.027,0.061
7,-145.42,67.00999999999999,0.051,0.023,0.054
8,-169.1,88.54999999999995,0.057,0.024,0.052
9,-188.57999999999998,106.13,0.064,0.025,0.043
10,-199.67,113.27999999999997,0.079,0.033,0.02
