temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.057,0.02,0.0
1,3.180000000000007,-6.180000000000007,0.073,0.019,0.0
2,-15.79000000000002,174.07999999999998,0.054,0.016,0.0
3,-16.410000000000025,197.61,0.075,0.028,0.043
4,-16.00999999999999,216.21000000000004,0.075,0.039,0.022
5,-18.329999999999984,228.5,0.06,0.042,0.024
6,-26.54000000000002,184.72000000000003,0.066,0.017,0.0
7,-21.879999999999995,241.14,0.038,0.035,0.037
8,-23.400000000000034,257.86,0.061,0.03,0.042
9,-22.689999999999998,279.45,0.076,0.041,0.043
10,-24.180000000000007,296.49,0.075,0.04,0.034
11,-25.100000000000023,312.82,0.068,0.035,0.033
12,-25.590000000000032,321.39,0.065,0.032,0.017
