temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.023,0.021,0.0
1,10.939999999999998,1.3999999999999773,0.026,0.029,0.014
2,28.55000000000001,1.2699999999999818,0.032,0.03,0.022
3,56.099999999999994,1.9300000000000068,0.024,0.025,0.034
4,79.03999999999999,1.829999999999984,0.031,0.029,0.029
5,101.95000000000002,2.240000000000009,0.024,0.023,0.029
6,127.28,3.579999999999984,0.028,0.023,0.032
7,163.34,5.649999999999977,0.047,0.025,0.045
8,182.70000000000002,6.300000000000011,0.054,0.029,0.025
9,191.54,5.279999999999973,0.066,0.034,0.011
