temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.063,0.035,0.0
1,-17.25,-11.839999999999975,0.058,0.028,0.032
2,-31.92999999999995,-23.560000000000002,0.059,0.027,0.03
3,-54.19,-36.170000000000016,0.065,0.026,0.038
4,-77.96999999999997,-52.70999999999998,0.051,0.025,0.039
5,-102.20999999999998,-67.59999999999997,0.043,0.032,0.037
6,-128.97999999999996,-77.06,0.027,0.026,0.038
7,-182.48999999999998,-101.97999999999996,0.025,0.04,0.0
8,-215.54999999999998,-115.51999999999998,0.038,0.043,0.049
9,-238.60999999999999,-159.03,0.031,0.031,0.0
10,-241.33999999999997,-123.57999999999998,0.042,0.027,0.028
11,-262.05999999999995,-128.77999999999997,0.048,0.026,0.027
12,-273.63,-136.19,0.055,0.03,0.021
13,-259.14,-178.82,0.028,0.038,0.0
14,-283.68999999999994,-191.01,0.058,0.064,0.0
15,-274.53,-177.76,0.02,0.032,0.019
