temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.021,0.0
1,-17.939999999999998,5.4599999999999795,0.022,0.021,0.025
2,-56.24000000000001,15.519999999999982,0.027,0.023,0.0
3,-80.01000000000002,25.430000000000007,0.031,0.027,0.038
4,-98.63000000000002,32.52999999999997,0.035,0.024,0.046
5,-134.29000000000002,68.13999999999999,0.067,0.023,0.0
6,-152.23000000000002,83.18,0.08,0.026,0.038
7,-165.59000000000003,94.32,0.078,0.033,0.028
8,-178.59000000000003,107.14999999999998,0.074,0.031,0.03
9,-186.47000000000003,113.37,0.09,0.041,0.016
