temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.06,0.035,0.0
1,-0.19999999999998863,-7.730000000000018,0.07,0.04,0.015
2,0.11000000000001364,-27.44999999999999,0.07,0.04,0.039
3,1.3100000000000023,-51.27999999999997,0.057,0.041,0.03
4,3.8499999999999943,-64.18,0.045,0.043,0.022
5,5.079999999999984,-73.36000000000001,0.041,0.044,0.018
6,6.910000000000025,-83.50999999999999,0.037,0.038,0.02
7,11.360000000000014,-96.46999999999997,0.034,0.037,0.027
8,16.03000000000003,-114.31,0.038,0.038,0.036
9,17.389999999999986,-119.44,0.036,0.039,0.01
