temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.033,0.027,0.0
1,-37.68000000000001,15.519999999999982,0.034,0.027,0.0
2,-56.01000000000002,26.659999999999968,0.031,0.03,0.032
3,-79.19000000000003,35.06,0.031,0.033,0.036
4,-95.47000000000003,45.339999999999975,0.03,0.032,0.035
5,-123.99000000000004,57.170000000000016,0.071,0.037,0.057
6,-141.79000000000002,83.62,0.101,0.035,0.063
7,-158.01000000000002,106.74000000000001,0.095,0.041,0.051
8,-181.81000000000003,136.94,0.088,0.04,0.068
9,-194.61,151.43,0.083,0.037,0.034
10,-203.61,163.61,0.092,0.046,0.027
11,-243.12000000000003,93.63,0.094,0.037,0.0
12,-236.60000000000002,83.76999999999998,0.119,0.055,0.021
13,-235.48000000000002,91.84999999999997,0.07,0.022,0.016
14,-216.38000000000002,50.00999999999999,0.054,0.015,0.189
