temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.019,0.0
1,33.56999999999999,16.560000000000002,0.027,0.02,0.0
2,55.71999999999997,25.839999999999975,0.021,0.02,0.033
3,75.13,35.920000000000016,0.036,0.024,0.041
4,93.86000000000001,44.18000000000001,0.046,0.023,0.031
5,111.86000000000001,65.81,0.05,0.026,0.049
6,124.61000000000001,77.0,0.057,0.03,0.027
7,136.71999999999997,90.23000000000002,0.068,0.029,0.03
8,150.70999999999998,103.29000000000002,0.065,0.03,0.031
9,161.20999999999998,111.57999999999998,0.059,0.032,0.021
10,166.84999999999997,117.13,0.067,0.035,0.013
