temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.082,0.035,0.0
1,8.710000000000008,-6.680000000000007,0.078,0.034,0.016
2,25.120000000000005,-7.980000000000018,0.05,0.023,0.021
3,42.349999999999994,-9.230000000000018,0.042,0.028,0.021
4,74.77000000000001,-9.199999999999989,0.047,0.027,0.041
5,106.91,-6.319999999999993,0.05,0.032,0.041
6,127.97,-0.589999999999975,0.046,0.023,0.029
7,148.49999999999997,-7.579999999999984,0.049,0.031,0.028
8,183.27,3.259999999999991,0.055,0.029,0.049
9,205.99999999999997,3.4599999999999795,0.059,0.031,0.028
10,228.55999999999997,6.550000000000011,0.058,0.027,0.03
11,248.83,2.769999999999982,0.059,0.025,0.026
12,261.41999999999996,6.410000000000025,0.061,0.03,0.017
