temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.033,0.036,0.0
1,10.550000000000011,4.28000000000003,0.029,0.026,0.016
2,25.690000000000026,14.170000000000016,0.028,0.029,0.027
3,40.73000000000002,22.28000000000003,0.028,0.025,0.025
4,55.26000000000002,31.189999999999998,0.026,0.024,0.025
5,77.27000000000001,42.650000000000034,0.036,0.029,0.036
6,85.53999999999999,50.51999999999998,0.036,0.032,0.023
7,99.51000000000002,64.90000000000003,0.049,0.03,0.042
8,115.30000000000004,82.06,0.05,0.021,0.04
9,132.44000000000003,98.61000000000001,0.054,0.024,0.039
10,146.9,109.68,0.068,0.025,0.029
11,153.50000000000003,117.00999999999999,0.063,0.032,0.017
