temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.021,0.02,0.0
1,8.469999999999999,8.760000000000048,0.024,0.022,0.02
2,23.609999999999985,16.120000000000005,0.027,0.026,0.024
3,34.849999999999994,24.140000000000043,0.027,0.025,0.021
4,54.41,38.33000000000004,0.046,0.024,0.055
5,68.47,56.02000000000004,0.045,0.024,0.04
6,82.09,69.44000000000005,0.053,0.028,0.032
7,95.99999999999997,87.46000000000004,0.05,0.024,0.04
8,114.00999999999996,103.20000000000005,0.058,0.028,0.039
9,121.14000000000001,111.04000000000002,0.064,0.035,0.018
