temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.033,0.0
1,0.20999999999997954,-15.550000000000011,0.083,0.037,0.031
2,-0.010000000000047748,-29.319999999999993,0.073,0.035,0.028
3,-2.330000000000041,-50.620000000000005,0.068,0.036,0.039
4,-4.3700000000000045,-70.32,0.052,0.036,0.024
5,-1.4600000000000364,-83.37,0.036,0.038,0.026
6,-0.040000000000020464,-94.60000000000002,0.031,0.034,0.023
7,1.6499999999999773,-109.32,0.036,0.034,0.03
8,4.349999999999966,-119.98000000000002,0.035,0.038,0.022
9,6.829999999999984,-129.93,0.034,0.038,0.02
10,10.279999999999973,-135.48000000000002,0.063,0.042,0.012
