temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.037,0.041,0.0
1,15.210000000000008,7.029999999999973,0.029,0.03,0.024
2,36.25,17.71999999999997,0.028,0.024,0.034
3,52.78999999999999,23.649999999999977,0.028,0.026,0.024
4,71.86999999999998,30.25999999999999,0.031,0.032,0.027
5,90.72999999999999,37.27999999999997,0.032,0.033,0.027
6,108.80999999999997,45.44999999999999,0.034,0.025,0.033
7,149.48999999999998,72.58999999999997,0.05,0.025,0.0
8,171.1,83.53999999999996,0.071,0.028,0.035
9,183.04,91.19,0.076,0.03,0.021
