temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.076,0.036,0.0
1,1.170000000000016,-14.259999999999991,0.056,0.033,0.029
2,1.7900000000000205,-31.519999999999982,0.06,0.036,0.035
3,4.800000000000011,-54.400000000000034,0.055,0.032,0.036
4,6.470000000000027,-71.75,0.034,0.032,0.024
5,11.389999999999986,-86.38999999999999,0.032,0.033,0.03
6,15.759999999999991,-97.62,0.033,0.03,0.023
7,18.95999999999998,-110.74000000000001,0.032,0.031,0.027
8,24.220000000000027,-119.41000000000003,0.034,0.034,0.019
9,26.45999999999998,-126.79000000000002,0.039,0.033,0.015
10,27.930000000000007,-131.45,0.073,0.05,0.009
