temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.075,0.032,0.0
1,10.060000000000002,-15.160000000000025,0.086,0.043,0.026
2,22.419999999999987,-27.430000000000007,0.065,0.03,0.029
3,48.75,-51.94,0.059,0.031,0.053
4,59.09,-65.65000000000003,0.05,0.027,0.023
5,72.20000000000002,-74.73000000000002,0.04,0.027,0.022
6,87.96000000000001,-82.38000000000005,0.03,0.032,0.025
7,98.86999999999998,-92.13000000000005,0.032,0.029,0.024
8,109.52000000000001,-98.24000000000001,0.031,0.03,0.018
9,123.42999999999998,-105.17000000000002,0.028,0.031,0.022
10,133.49999999999997,-114.20000000000005,0.033,0.03,0.022
11,142.59,-117.99000000000001,0.052,0.027,0.018
12,149.1,-123.48000000000002,0.061,0.03,0.021
13,229.11999999999998,-334.31000000000006,0.038,0.018,0.0
