temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.031,0.0
1,-7.78000000000003,-1.4599999999999795,0.052,0.027,0.01
2,-22.810000000000002,-2.2200000000000273,0.051,0.025,0.019
3,-43.06,-3.759999999999991,0.046,0.027,0.025
4,-69.06,-6.269999999999982,0.046,0.027,0.033
5,-99.71000000000001,-12.620000000000005,0.036,0.022,0.038
6,-131.18,-14.04000000000002,0.047,0.027,0.047
7,-165.47,-5.8799999999999955,0.074,0.03,0.051
8,-193.39000000000001,0.3199999999999932,0.085,0.032,0.037
9,-210.15,5.2900000000000205,0.085,0.035,0.023
10,-217.67000000000002,5.779999999999973,0.085,0.033,0.009
