temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.032,0.0
1,12.48999999999998,-11.03000000000003,0.051,0.028,0.024
2,31.73999999999998,-20.420000000000016,0.053,0.032,0.028
3,57.849999999999994,-31.450000000000045,0.03,0.028,0.039
4,79.42999999999998,-39.58000000000004,0.033,0.031,0.031
5,102.97,-49.24000000000001,0.043,0.031,0.054
6,123.1,-72.91000000000003,0.085,0.027,0.065
7,148.04,-110.06000000000003,0.069,0.025,0.061
8,163.48,-133.53000000000003,0.051,0.027,0.046
9,176.05999999999997,-142.73000000000002,0.055,0.032,0.024
10,183.20000000000002,-150.70000000000002,0.066,0.03,0.018
