temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.081,0.033,0.0
1,10.259999999999991,-13.129999999999995,0.075,0.037,0.027
2,20.919999999999987,-23.579999999999984,0.055,0.032,0.025
3,40.51999999999998,-39.639999999999986,0.061,0.034,0.039
4,51.16999999999999,-54.589999999999975,0.061,0.029,0.032
5,71.53999999999996,-72.25999999999999,0.049,0.027,0.036
6,84.74000000000001,-82.07,0.04,0.033,0.022
7,101.16999999999996,-91.76999999999998,0.032,0.033,0.028
8,118.27999999999997,-101.57,0.037,0.026,0.029
9,132.89999999999998,-108.43,0.027,0.024,0.023
10,150.72999999999996,-119.95999999999998,0.051,0.027,0.061
11,157.39999999999998,-132.57,0.076,0.026,0.028
12,162.51999999999998,-140.28999999999996,0.092,0.033,0.017
