temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.035,0.0
1,-3.420000000000016,-6.75,0.06,0.027,0.014
2,-13.420000000000016,-14.460000000000036,0.058,0.029,0.02
3,-28.25,-29.94999999999999,0.056,0.026,0.032
4,-41.25999999999999,-41.31999999999999,0.04,0.025,0.02
5,-61.610000000000014,-51.72000000000003,0.034,0.027,0.033
6,-92.75,-67.57999999999998,0.023,0.026,0.05
7,-118.58000000000001,-78.06,0.027,0.022,0.039
8,-135.65,-89.26999999999998,0.032,0.026,0.031
9,-152.09,-97.60000000000002,0.023,0.024,0.027
10,-168.94,-108.69,0.022,0.026,0.038
11,-188.12,-117.65000000000003,0.022,0.034,0.03
12,-197.95,-190.62,0.03,0.037,0.0
13,-193.19,-123.46000000000001,0.033,0.049,0.0
14,-207.52,-180.13,0.05,0.041,0.024
