temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.055,0.027,0.0
1,8.009999999999991,-1.3600000000000136,0.049,0.027,0.011
2,31.909999999999997,-0.4700000000000273,0.034,0.035,0.025
3,59.28,0.14999999999997726,0.029,0.027,0.032
4,105.23999999999998,0.4399999999999977,0.035,0.036,0.057
5,129.73,0.8899999999999864,0.032,0.033,0.031
6,150.73999999999998,0.6699999999999591,0.033,0.036,0.026
7,187.46,1.0,0.032,0.033,0.046
8,216.72,0.18000000000000682,0.063,0.032,0.044
9,235.6,-11.310000000000002,0.073,0.024,0.026
10,261.76,-11.920000000000016,0.071,0.029,0.033
11,273.37,-14.840000000000032,0.066,0.038,0.016
