temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.035,0.0
1,-14.360000000000014,-7.050000000000011,0.05,0.029,0.023
2,-30.569999999999993,-17.95999999999998,0.042,0.03,0.023
3,-49.41,-26.680000000000007,0.028,0.032,0.029
4,-83.6,-40.639999999999986,0.035,0.03,0.058
5,-106.21000000000001,-52.21999999999997,0.035,0.044,0.046
6,-130.92000000000002,-62.44999999999999,0.034,0.049,0.037
7,-153.94,-73.82,0.042,0.041,0.037
8,-173.82,-83.15999999999997,0.042,0.04,0.031
9,-191.81,-91.62,0.049,0.041,0.024
10,-201.25,-94.36999999999998,0.057,0.044,0.012
11,-235.41000000000003,-172.13,0.023,0.028,0.0
12,-247.55,-141.61999999999998,0.035,0.026,0.0
