temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.028,0.0
1,8.009999999999991,0.47999999999996135,0.027,0.029,0.01
2,20.319999999999993,-0.11000000000001364,0.025,0.024,0.015
3,41.379999999999995,0.2899999999999636,0.03,0.029,0.026
4,72.76999999999998,1.1299999999999955,0.037,0.028,0.039
5,99.73000000000002,1.1999999999999886,0.026,0.023,0.034
6,123.30000000000001,0.6199999999999477,0.025,0.023,0.029
7,149.15999999999997,0.1099999999999568,0.029,0.027,0.032
8,172.29000000000002,0.45999999999997954,0.05,0.024,0.031
9,189.96999999999997,-5.560000000000002,0.057,0.028,0.024
10,203.29000000000002,-8.880000000000052,0.067,0.032,0.018
