temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.069,0.03,0.0
1,-7.46999999999997,-8.520000000000039,0.069,0.03,0.019
2,-18.69999999999999,-22.29000000000002,0.063,0.03,0.031
3,-34.349999999999966,-32.22000000000003,0.05,0.019,0.028
4,-52.5,-44.160000000000025,0.053,0.024,0.033
5,-76.32,-62.29000000000002,0.034,0.026,0.038
6,-100.06,-73.98000000000002,0.031,0.023,0.038
7,-125.61999999999998,-81.94999999999999,0.035,0.027,0.036
8,-150.65999999999997,-99.98000000000002,0.041,0.032,0.048
9,-174.96999999999997,-107.43,0.033,0.034,0.046
10,-207.52999999999997,-119.04000000000002,0.026,0.037,0.047
11,-231.7,-130.10000000000002,0.023,0.042,0.037
12,-248.79999999999995,-135.47000000000003,0.047,0.05,0.024
13,-254.35999999999996,-172.85000000000002,0.028,0.028,0.0
