temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.028,0.0
1,-9.569999999999993,-12.330000000000041,0.068,0.03,0.027
2,-27.25,-30.0,0.06,0.031,0.042
3,-42.06,-46.460000000000036,0.059,0.032,0.032
4,-56.339999999999975,-57.18000000000001,0.05,0.037,0.021
5,-71.21999999999997,-67.56,0.038,0.031,0.028
6,-86.38999999999999,-76.27000000000004,0.031,0.032,0.026
7,-101.83999999999997,-85.07,0.03,0.032,0.026
8,-115.57,-94.13999999999999,0.031,0.028,0.025
9,-128.85999999999999,-102.69999999999999,0.035,0.034,0.025
10,-142.08999999999997,-111.09000000000003,0.024,0.032,0.028
11,-161.56,-119.71000000000004,0.024,0.034,0.03
12,-173.81,-128.61,0.027,0.042,0.023
13,-183.13,-132.57,0.033,0.053,0.014
