temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.021,0.0
1,-1.7800000000000296,-18.439999999999998,0.08,0.033,0.037
2,-2.480000000000018,-31.379999999999995,0.076,0.035,0.026
3,-2.230000000000018,-46.379999999999995,0.069,0.03,0.03
4,-1.6000000000000227,-67.96999999999997,0.048,0.041,0.027
5,-0.060000000000002274,-81.64999999999998,0.047,0.043,0.027
6,1.839999999999975,-89.94999999999999,0.04,0.038,0.017
7,3.9799999999999613,-99.57,0.037,0.043,0.019
8,5.609999999999957,-108.46999999999997,0.034,0.033,0.018
9,6.839999999999975,-116.49000000000001,0.034,0.038,0.016
10,9.589999999999975,-123.32,0.036,0.038,0.014
