temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.078,0.029,0.0
1,4.819999999999993,-8.54000000000002,0.082,0.032,0.018
2,13.890000000000015,-20.00999999999999,0.084,0.04,0.023
3,25.75,-33.639999999999986,0.064,0.035,0.027
4,40.99000000000001,-48.610000000000014,0.063,0.032,0.033
5,55.150000000000006,-61.170000000000016,0.041,0.03,0.023
6,74.08000000000001,-70.05000000000001,0.03,0.03,0.03
7,91.24000000000001,-79.29000000000002,0.035,0.033,0.028
8,110.17000000000002,-87.17000000000002,0.032,0.032,0.028
9,125.45999999999998,-95.86000000000001,0.029,0.026,0.026
10,140.05,-103.88999999999999,0.038,0.03,0.024
11,152.25,-110.19,0.062,0.034,0.029
12,159.34000000000003,-113.98000000000002,0.066,0.03,0.019
