temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.061,0.024,0.0
1,-11.259999999999991,1.079999999999984,0.042,0.027,0.014
2,-24.569999999999993,-0.4200000000000159,0.039,0.029,0.017
3,-44.870000000000005,-2.019999999999982,0.036,0.029,0.026
4,-83.51999999999998,-1.0699999999999932,0.038,0.03,0.048
5,-108.75999999999999,-1.150000000000034,0.032,0.026,0.032
6,-138.51,-5.150000000000034,0.041,0.03,0.038
7,-164.71999999999997,-5.360000000000014,0.03,0.024,0.033
8,-194.42999999999998,-5.2099999999999795,0.03,0.023,0.046
9,-247.86999999999998,10.870000000000005,0.07,0.024,0.0
10,-265.48,15.379999999999995,0.062,0.025,0.024
11,-283.15,24.49000000000001,0.063,0.025,0.029
12,-297.74,30.779999999999973,0.068,0.025,0.022
