temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.102,0.041,0.0
1,7.960000000000008,-6.159999999999968,0.071,0.031,0.016
2,19.590000000000003,-23.30000000000001,0.067,0.032,0.033
3,41.18000000000001,-37.620000000000005,0.042,0.024,0.034
4,63.58000000000001,-53.5,0.053,0.03,0.038
5,95.07,-68.13,0.036,0.026,0.045
6,121.98000000000002,-77.92000000000002,0.03,0.027,0.039
7,145.51,-87.88,0.035,0.026,0.036
8,164.38,-95.09999999999997,0.036,0.038,0.03
9,179.40000000000003,-102.70999999999998,0.065,0.033,0.045
10,188.09000000000003,-112.65999999999997,0.086,0.036,0.023
