temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.087,0.038,0.0
1,23.52000000000001,-8.529999999999973,0.066,0.03,0.031
2,45.650000000000006,-13.300000000000011,0.045,0.033,0.025
3,82.9,-11.829999999999984,0.039,0.032,0.046
4,107.91000000000003,-11.20999999999998,0.037,0.028,0.031
5,133.10000000000002,-9.019999999999982,0.04,0.03,0.032
6,161.48000000000002,-8.829999999999984,0.045,0.025,0.035
7,186.67000000000002,-9.139999999999986,0.042,0.03,0.031
8,215.3,-6.3799999999999955,0.035,0.023,0.037
9,237.98000000000002,-6.829999999999984,0.065,0.03,0.029
10,260.38,-5.800000000000011,0.079,0.031,0.028
11,275.19,-8.310000000000002,0.074,0.035,0.019
12,291.40000000000003,-6.009999999999991,0.064,0.032,0.021
13,299.44,-4.560000000000002,0.07,0.034,0.01
