temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.043,0.021,0.0
1,-0.3100000000000023,-9.770000000000039,0.05,0.026,0.019
2,2.1399999999999864,-19.920000000000016,0.038,0.027,0.013
3,4.0,-31.390000000000043,0.031,0.033,0.023
4,9.009999999999991,-46.18000000000001,0.033,0.034,0.03
5,9.25,-56.960000000000036,0.031,0.034,0.022
6,13.339999999999975,-66.49000000000001,0.032,0.03,0.02
7,16.25999999999999,-74.73000000000002,0.031,0.036,0.017
8,19.149999999999977,-82.25,0.034,0.03,0.015
9,18.97999999999996,-89.84000000000003,0.033,0.028,0.015
