temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.081,0.035,0.0
1,3.8600000000000136,-2.6000000000000227,0.043,0.018,0.0
2,7.2900000000000205,16.910000000000025,0.045,0.023,0.039
3,-2.6200000000000045,1.1800000000000068,0.065,0.03,0.034
4,-19.69999999999999,-7.939999999999998,0.051,0.026,0.028
5,-39.879999999999995,-24.629999999999995,0.037,0.029,0.03
6,-66.63999999999999,-36.44999999999999,0.033,0.029,0.041
7,-118.07,-62.670000000000016,0.023,0.02,0.0
8,-143.1,-75.60000000000002,0.029,0.026,0.041
9,-165.83,-80.53000000000003,0.03,0.023,0.04
10,-190.98,-93.54000000000002,0.02,0.028,0.043
11,-213.02,-101.82,0.027,0.039,0.032
12,-221.71,-105.61000000000001,0.034,0.051,0.013
13,-200.74,-174.12,0.019,0.028,0.0
