temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.102,0.043,0.0
1,14.829999999999984,-17.340000000000032,0.075,0.039,0.032
2,25.409999999999997,-29.420000000000016,0.062,0.032,0.028
3,37.51999999999998,-42.35000000000002,0.06,0.028,0.029
4,54.51999999999998,-62.170000000000016,0.046,0.025,0.035
5,68.19999999999999,-71.19,0.031,0.028,0.022
6,79.69,-80.63,0.035,0.028,0.024
7,95.25,-88.21000000000004,0.032,0.029,0.025
8,108.37,-96.71000000000004,0.035,0.036,0.024
9,117.02999999999997,-102.75,0.036,0.031,0.016
10,130.55,-110.57,0.033,0.026,0.023
11,144.39999999999998,-118.04000000000002,0.048,0.024,0.038
12,147.74,-123.24000000000001,0.08,0.034,0.017
