temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.047,0.0
1,-7.75,-1.6000000000000227,0.048,0.031,0.01
2,-25.00999999999999,-0.5,0.042,0.027,0.022
3,-57.54000000000002,-3.259999999999991,0.046,0.029,0.041
4,-80.07,-6.6200000000000045,0.034,0.024,0.029
5,-100.49000000000001,-8.610000000000014,0.032,0.024,0.026
6,-139.62,-8.009999999999991,0.049,0.031,0.062
7,-166.09,2.0500000000000114,0.063,0.024,0.041
8,-196.13,9.689999999999998,0.077,0.03,0.041
9,-216.23000000000002,18.839999999999975,0.073,0.029,0.031
10,-232.76,20.689999999999998,0.09,0.04,0.021
