temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.017,0.0
1,29.99000000000001,12.199999999999989,0.058,0.016,0.0
2,45.660000000000025,66.47999999999999,0.052,0.016,0.0
3,81.67000000000002,130.13000000000002,0.065,0.038,0.0
4,69.41000000000003,131.52,0.037,0.033,0.016
5,9.880000000000052,131.4,0.028,0.026,0.0
6,-20.810000000000002,130.79999999999998,0.028,0.025,0.038
7,-78.59999999999997,126.52000000000001,0.027,0.02,0.0
8,-113.09999999999997,124.47999999999999,0.042,0.039,0.042
9,-140.84999999999997,127.4,0.06,0.025,0.034
10,-126.27999999999997,50.97,0.026,0.039,0.0
11,-154.20999999999998,132.36999999999998,0.06,0.017,0.019
