temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.02,0.0
1,-14.78000000000003,20.23,0.096,0.022,0.0
2,-6.329999999999984,34.400000000000006,0.058,0.021,0.03
3,-31.27000000000004,47.33,0.192,0.026,0.0
4,-41.23000000000002,240.82,0.026,0.02,0.0
5,-42.81,246.46999999999997,0.028,0.021,0.011
6,-44.43000000000001,262.49,0.024,0.024,0.032
7,-48.389999999999986,277.0,0.027,0.029,0.029
8,-49.05000000000001,289.32,0.03,0.03,0.025
9,-54.49000000000001,302.01,0.032,0.029,0.038
10,-54.920000000000016,326.07,0.063,0.029,0.056
11,-53.5,339.5,0.058,0.028,0.027
12,-53.97000000000003,347.6,0.065,0.033,0.016
