temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.084,0.029,0.0
1,-14.03000000000003,-12.860000000000014,0.063,0.038,0.031
2,-29.689999999999998,-21.680000000000007,0.058,0.03,0.026
3,-56.09000000000003,-43.210000000000036,0.046,0.025,0.041
4,-76.40000000000003,-53.579999999999984,0.021,0.021,0.033
5,-98.13,-63.34000000000003,0.024,0.024,0.033
6,-113.43,-74.73000000000002,0.021,0.022,0.03
7,-138.19000000000003,-85.35000000000002,0.033,0.023,0.038
8,-180.02,-100.46000000000004,0.026,0.027,0.0
9,-194.64000000000001,-109.80000000000001,0.023,0.034,0.026
10,-213.49,-155.9,0.02,0.028,0.0
11,-204.90000000000003,-114.12,0.023,0.036,0.015
12,-208.53000000000003,-160.03,0.024,0.031,0.0
13,-215.78000000000003,-191.27,0.025,0.037,0.663
