temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.059,0.028,0.0
1,-16.019999999999982,-0.4800000000000182,0.064,0.032,0.02
2,-37.69999999999999,3.4799999999999613,0.044,0.021,0.028
3,-64.60000000000002,3.569999999999993,0.035,0.028,0.034
4,-103.69999999999999,2.2999999999999545,0.035,0.026,0.049
5,-123.34000000000003,2.269999999999982,0.044,0.032,0.025
6,-142.99,2.169999999999959,0.039,0.033,0.025
7,-163.14000000000001,1.5,0.043,0.03,0.025
8,-180.78,1.9499999999999886,0.041,0.036,0.022
9,-199.62,1.1099999999999568,0.047,0.039,0.024
10,-223.04000000000002,0.009999999999990905,0.062,0.037,0.033
11,-250.43,8.239999999999952,0.086,0.032,0.042
12,-279.97,17.899999999999977,0.091,0.037,0.042
13,-304.43,23.810000000000002,0.094,0.042,0.033
14,-314.35,25.839999999999975,0.1,0.043,0.013
