temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.06,0.026,0.0
1,15.370000000000005,-16.670000000000016,0.076,0.032,0.038
2,61.120000000000005,-58.889999999999986,0.113,0.046,0.083
3,122.49000000000001,-100.93,0.067,0.034,0.088
4,184.73,-129.46000000000004,0.033,0.036,0.091
5,240.48999999999998,-148.53000000000003,0.067,0.04,0.129
6,276.23,-196.47,0.1,0.034,0.084
7,307.32000000000005,-224.95000000000002,0.073,0.038,0.063
8,315.66999999999996,-230.14000000000001,0.077,0.041,0.015
9,370.69000000000005,-367.76,0.05,0.018,0.0
