temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.026,0.0
1,-5.810000000000002,-5.4500000000000455,0.047,0.025,0.013
2,-19.099999999999966,-16.310000000000002,0.057,0.031,0.027
3,-32.289999999999964,-33.39000000000004,0.069,0.028,0.038
4,-50.66999999999996,-50.910000000000025,0.065,0.031,0.042
5,-71.38,-72.47000000000003,0.062,0.028,0.05
6,-89.09999999999997,-94.14000000000004,0.051,0.028,0.046
7,-108.94,-114.18,0.045,0.035,0.033
8,-125.48999999999995,-126.36000000000001,0.037,0.038,0.032
9,-137.60999999999996,-135.8,0.034,0.038,0.024
10,-151.78999999999996,-146.29000000000002,0.035,0.037,0.027
11,-162.07999999999998,-154.61,0.036,0.035,0.021
12,-175.54999999999998,-165.02000000000004,0.038,0.038,0.027
13,-181.14999999999998,-169.68,0.034,0.036,0.012
