temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.075,0.036,0.0
1,23.47,-21.110000000000014,0.073,0.036,0.051
2,74.89,-69.21000000000004,0.107,0.044,0.107
3,135.74,-113.64000000000004,0.057,0.026,0.079
4,196.54999999999995,-134.84000000000003,0.033,0.034,0.085
5,239.79999999999995,-148.97000000000003,0.039,0.042,0.072
6,277.43,-165.79000000000002,0.082,0.034,0.091
7,306.27,-204.02,0.094,0.034,0.065
8,330.22999999999996,-225.54000000000002,0.072,0.035,0.046
9,346.29999999999995,-236.10000000000002,0.069,0.036,0.029
10,396.07,-377.66,0.087,0.019,0.0
