temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.022,0.0
1,-14.079999999999984,8.0,0.038,0.027,0.021
2,-36.06,16.789999999999964,0.033,0.032,0.033
3,-63.47999999999996,25.41999999999996,0.041,0.034,0.041
4,-108.64999999999998,48.56,0.073,0.034,0.08
5,-140.39999999999998,65.22999999999996,0.071,0.039,0.055
6,-173.64999999999998,83.40999999999997,0.092,0.038,0.08
7,-206.73999999999998,113.87,0.101,0.042,0.074
8,-230.61999999999998,139.03999999999996,0.109,0.047,0.059
9,-245.34999999999997,153.46999999999997,0.109,0.053,0.034
