temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.025,0.0
1,22.080000000000013,-11.259999999999991,0.073,0.027,0.034
2,92.83000000000001,-21.269999999999982,0.029,0.021,0.0
3,167.47000000000003,-21.99000000000001,0.028,0.019,0.0
4,186.89999999999998,-21.980000000000018,0.032,0.026,0.024
5,203.01,-22.370000000000005,0.04,0.024,0.02
6,219.01,-22.560000000000002,0.034,0.022,0.02
7,235.17000000000002,-21.680000000000007,0.032,0.026,0.02
8,250.19,-22.849999999999966,0.052,0.021,0.021
9,263.88,-27.079999999999984,0.049,0.029,0.018
10,270.92,-28.49000000000001,0.052,0.026,0.009
