temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.034,0.0
1,7.599999999999994,-7.1200000000000045,0.07,0.048,0.014
2,17.50999999999999,-13.129999999999995,0.043,0.039,0.017
3,25.539999999999992,-17.650000000000034,0.05,0.047,0.014
4,31.879999999999995,-20.730000000000018,0.05,0.052,0.01
5,40.349999999999994,-25.470000000000027,0.047,0.051,0.014
6,49.06,-29.52000000000004,0.042,0.043,0.014
7,60.64999999999998,-35.64000000000004,0.043,0.046,0.019
8,76.81,-47.08000000000004,0.044,0.049,0.031
9,90.64999999999998,-52.58000000000004,0.045,0.045,0.02
10,103.62,-59.460000000000036,0.047,0.046,0.021
11,114.76999999999998,-66.41000000000003,0.07,0.045,0.027
12,132.99,-86.51000000000002,0.101,0.039,0.057
13,142.37,-103.53000000000003,0.112,0.038,0.036
14,155.70999999999998,-126.12000000000003,0.109,0.038,0.048
15,223.52999999999997,-269.62,0.065,0.031,0.0
16,168.54000000000002,-150.51000000000002,0.138,0.037,0.08
17,226.56,-283.21000000000004,0.118,0.038,0.027
18,176.75,-163.76000000000002,0.134,0.038,0.052
19,233.42000000000002,-286.42,0.109,0.043,0.011
20,263.39,-294.55,0.099,0.017,0.0
21,189.45999999999998,-195.67000000000002,0.128,0.042,0.036
22,252.82999999999998,-302.38,0.838,0.539,0.02
23,198.11,-203.58,0.13,0.047,0.019
24,261.07,-310.34000000000003,0.85,0.547,0.019
25,256.55,-301.83000000000004,0.852,0.546,0.018
26,262.68,-291.35,0.124,0.02,0.022
