temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.026,0.0
1,-3.430000000000007,13.960000000000036,0.03,0.026,0.028
2,-3.920000000000016,29.310000000000002,0.029,0.031,0.031
3,-9.020000000000039,47.660000000000025,0.029,0.033,0.053
4,-10.270000000000039,74.94,0.06,0.03,0.068
5,-10.560000000000002,97.38,0.068,0.034,0.045
6,-10.199999999999989,119.49000000000001,0.063,0.037,0.045
7,-10.480000000000018,139.66000000000003,0.065,0.035,0.04
8,-10.610000000000014,157.31,0.066,0.037,0.035
9,-10.910000000000025,167.8,0.067,0.039,0.021
