temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.032,0.0
1,45.239999999999995,-18.47999999999996,0.07,0.027,0.057
2,90.49,-23.299999999999955,0.028,0.022,0.052
3,142.10000000000002,-22.46999999999997,0.022,0.021,0.065
4,207.88,-21.47999999999996,0.034,0.025,0.0
5,236.35000000000002,-21.5,0.036,0.025,0.036
6,261.88,-21.91999999999996,0.039,0.026,0.033
7,286.51,-24.539999999999964,0.057,0.028,0.032
8,311.26,-27.189999999999998,0.068,0.034,0.031
9,326.32,-29.029999999999973,0.064,0.026,0.019
10,334.14,-23.339999999999975,0.033,0.018,0.015
