temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.861,0.598,0.0
1,-315.19,359.65000000000003,0.076,0.03,0.0
2,-299.97,341.08000000000004,0.079,0.031,0.032
3,-268.28,316.82,0.073,0.038,0.049
4,-233.37,301.24,0.053,0.041,0.052
5,-197.51,288.02000000000004,0.054,0.048,0.052
6,-171.0,276.31,0.047,0.048,0.048
7,-140.37,251.61,0.095,0.039,0.091
8,-114.72000000000003,216.67000000000002,0.118,0.036,0.069
9,-95.54000000000002,189.66000000000003,0.096,0.041,0.043
10,-83.67000000000002,178.95,0.081,0.038,0.026
