temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.028,0.022,0.0
1,5.810000000000002,3.960000000000008,0.035,0.037,0.011
2,15.220000000000027,12.600000000000023,0.036,0.038,0.021
3,34.19,29.170000000000016,0.039,0.04,0.041
4,54.30000000000001,44.379999999999995,0.043,0.048,0.039
5,76.03000000000003,61.170000000000016,0.041,0.047,0.043
6,96.03000000000003,77.16000000000003,0.047,0.046,0.052
7,116.72000000000003,92.38999999999999,0.081,0.049,0.051
8,138.39,117.72000000000003,0.083,0.039,0.057
9,155.55,138.56,0.093,0.039,0.046
10,169.57,150.85000000000002,0.081,0.046,0.03
11,177.29000000000002,160.99,0.074,0.042,0.022
12,185.54000000000002,168.78000000000003,0.086,0.041,0.019
