temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.928,0.604,0.0
1,-22.230000000000018,11.93,0.898,0.569,0.037
2,-308.31,368.09000000000003,0.049,0.021,0.0
3,-299.88,356.84000000000003,0.079,0.036,0.025
4,-236.05,304.03000000000003,0.026,0.019,0.0
5,-283.36,343.51,0.078,0.04,0.026
6,-265.78999999999996,329.4,0.055,0.04,0.028
7,-242.6,321.15,0.045,0.039,0.033
8,-218.07,313.13,0.045,0.039,0.035
9,-191.41000000000003,304.8,0.045,0.043,0.037
10,-167.31,296.45,0.047,0.046,0.034
11,-140.51999999999998,285.45,0.083,0.039,0.071
12,-118.82999999999998,256.26,0.122,0.039,0.064
13,-99.39999999999998,232.47,0.1,0.033,0.044
14,-82.57999999999998,216.87,0.081,0.04,0.03
15,-69.05000000000001,207.24,0.087,0.044,0.026
