temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.022,0.0
1,-10.0,-9.660000000000025,0.048,0.025,0.023
2,-28.069999999999993,-24.930000000000007,0.06,0.026,0.038
3,-49.670000000000016,-43.25,0.066,0.03,0.045
4,-77.54000000000002,-65.74000000000001,0.071,0.037,0.057
5,-108.82,-94.66000000000003,0.06,0.032,0.06
6,-129.09000000000003,-114.66000000000003,0.047,0.039,0.035
7,-144.72,-125.74000000000001,0.039,0.04,0.03
8,-165.77,-137.2,0.036,0.035,0.035
9,-183.68,-150.3,0.034,0.036,0.038
10,-202.06,-162.12,0.031,0.047,0.037
11,-223.22,-173.17000000000002,0.033,0.052,0.034
12,-240.55,-182.45999999999998,0.032,0.054,0.029
