temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.07,0.022,0.0
1,-13.029999999999973,23.01000000000002,0.065,0.021,0.042
2,-35.039999999999964,47.140000000000015,0.032,0.029,0.04
3,-62.50999999999999,60.41,0.041,0.035,0.043
4,-90.83999999999997,74.46000000000001,0.044,0.033,0.057
5,-126.68999999999997,101.53999999999999,0.072,0.035,0.077
6,-144.55999999999997,114.34,0.071,0.039,0.035
7,-165.12999999999997,134.34,0.081,0.043,0.055
8,-183.27999999999997,150.86999999999998,0.107,0.048,0.05
9,-201.51,172.39000000000001,0.113,0.048,0.049
10,-214.96999999999997,190.20000000000002,0.104,0.041,0.039
