temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.924,0.641,0.0
1,-39.35000000000002,13.82,0.922,0.589,0.056
2,-171.37,267.66999999999996,0.049,0.016,0.0
3,-178.87,277.33,0.066,0.032,0.013
4,-197.61,286.38,0.037,0.037,0.028
5,-214.62,296.46999999999997,0.044,0.039,0.029
6,-231.42000000000002,305.67999999999995,0.046,0.035,0.028
7,-253.10000000000002,316.61999999999995,0.042,0.039,0.035
8,-272.52,325.71999999999997,0.048,0.042,0.035
9,-288.99,341.96999999999997,0.069,0.039,0.046
10,-302.81,356.51,0.067,0.037,0.035
11,-313.53,371.33,0.079,0.042,0.037
12,-322.28999999999996,382.91999999999996,0.092,0.043,0.031
13,-333.0,394.01,0.107,0.048,0.026
