temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.021,0.024,0.0
1,-1.3800000000000239,6.029999999999973,0.03,0.029,0.012
2,-4.360000000000014,12.920000000000016,0.029,0.026,0.014
3,-1.3200000000000216,18.189999999999998,0.023,0.025,0.011
4,-2.130000000000024,26.44999999999999,0.025,0.027,0.017
5,-2.3700000000000045,32.71999999999997,0.04,0.032,0.013
6,-2.3700000000000045,38.64999999999998,0.037,0.029,0.019
7,-3.030000000000001,50.49000000000001,0.048,0.029,0.027
8,-1.6200000000000045,61.5,0.056,0.033,0.022
9,-1.9300000000000068,70.81,0.056,0.033,0.019
10,-1.3100000000000023,84.26999999999998,0.054,0.034,0.027
11,-0.7900000000000205,94.82999999999998,0.065,0.035,0.021
12,-0.30000000000001137,105.42000000000002,0.061,0.035,0.021
13,0.11999999999997613,115.63,0.06,0.036,0.02
14,-0.3400000000000034,126.76999999999998,0.059,0.036,0.022
15,0.21999999999999886,134.77999999999997,0.062,0.036,0.016
16,0.8299999999999841,145.92000000000002,0.057,0.031,0.022
17,1.7299999999999898,155.49,0.061,0.036,0.019
18,1.6299999999999955,163.67000000000002,0.063,0.038,0.016
19,2.0299999999999727,172.92000000000002,0.058,0.036,0.019
