temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.016,0.0
1,-14.189999999999998,24.710000000000008,0.07,0.024,0.039
2,-43.860000000000014,50.690000000000026,0.034,0.034,0.053
3,-71.57,66.84,0.034,0.037,0.052
4,-99.77999999999997,84.98999999999998,0.057,0.032,0.065
5,-116.79999999999998,102.03999999999999,0.08,0.036,0.041
6,-136.01,124.35,0.065,0.036,0.052
7,-154.43,142.52,0.074,0.039,0.044
8,-169.45999999999998,156.79,0.091,0.048,0.046
9,-183.35999999999999,173.98,0.099,0.046,0.04
10,-190.43,184.23,0.104,0.039,0.022
